date,song,artist,rank,weekly_videos,image_url
2023-04-09,Blicky,Fresh X Reckless,7,433K,https://tokchart.com/img/7189151224833247234/600
2023-04-09,Natural,Imagine Dragons,8,387K,https://tokchart.com/img/5000000001409165453/600
2023-04-09,FLOWER,JISOO,9,337K,https://tokchart.com/img/7216244997174249473/600
2023-04-09,TQG,KAROL G & Shakira,10,288K,https://tokchart.com/img/7200995956416841729/600
2023-04-16,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,sped up 8282,1,1M,https://tokchart.com/img/7204194389054147334/600
2023-04-16,Beat Automotivo Tan Tan Tan Viral,WZ Beat,2,784K,https://tokchart.com/img/7098939394085702406/600
2023-04-16,FLOWER,JISOO,3,710K,https://tokchart.com/img/7216244997174249473/600
2023-04-16,Obsessed With You x All About Him,ARNEL REMIX,4,623K,https://tokchart.com/img/7208944395406625541/600
2023-04-16,La Chica del Bikini Azul (Sped Up Version),High and Low HITS,5,605K,https://tokchart.com/img/7059161639207127813/600
2023-04-16,MON LOVE OHO,Liamsi,6,547K,https://tokchart.com/img/7171440967919225605/600
2023-04-16,Blicky,Fresh X Reckless,7,410K,https://tokchart.com/img/7189151224833247234/600
2023-04-16,Bounce When She Walk,Ohboyprince,8,401K,https://tokchart.com/img/7200065594014731054/600
2023-04-16,original sound - dilfswhcre69,dilfswhcre,9,383K,https://tokchart.com/img/7179714646910225194/600
2023-04-16,Ella Baila Sola,Eslabon Armado & Peso Pluma,10,266K,https://tokchart.com/img/7210961270449637377/600
2023-04-23,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,sped up 8282,1,710K,https://tokchart.com/img/7204194389054147334/600
2023-04-23,Beat Automotivo Tan Tan Tan Viral,WZ Beat,2,373K,https://tokchart.com/img/7098939394085702406/600
2023-04-23,MON LOVE OHO,Liamsi,3,331K,https://tokchart.com/img/7171440967919225605/600
2023-04-23,Obsessed With You x All About Him,ARNEL REMIX,4,238K,https://tokchart.com/img/7208944395406625541/600
2023-04-23,Ella Baila Sola,Eslabon Armado & Peso Pluma,5,221K,https://tokchart.com/img/7210961270449637377/600
2023-04-23,La Chica del Bikini Azul (Sped Up Version),High and Low HITS,6,217K,https://tokchart.com/img/7059161639207127813/600
2023-04-23,Cupid (Twin Ver.),FIFTY FIFTY,7,194K,https://tokchart.com/img/7202908102025283586/600
2023-04-23,original sound - dilfswhcre69,dilfswhcre,8,167K,https://tokchart.com/img/7179714646910225194/600
2023-04-23,Blicky,Fresh X Reckless,9,163K,https://tokchart.com/img/7189151224833247234/600
2023-04-23,FLOWER,JISOO,10,161K,https://tokchart.com/img/7216244997174249473/600
2023-05-07,Bole Chudiyan,Jatin-Lalit & Amit Kumar & Sonu Nigam & Alka Yagnik & Udit Narayan & Kavita Krishnamurthy,1,1M,https://tokchart.com/img/6691573955276327685/600
2023-05-07,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,sped up 8282,2,754K,https://tokchart.com/img/7204194389054147334/600
2023-05-07,MON LOVE OHO,Liamsi,3,531K,https://tokchart.com/img/7171440967919225605/600
2023-05-07,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,sped up 8282,4,518K,https://tokchart.com/img/7217542291274090498/600
2023-05-07,Ella Baila Sola,Eslabon Armado & Peso Pluma,5,442K,https://tokchart.com/img/7210961270449637377/600
2023-05-07,Beat Automotivo Tan Tan Tan Viral,WZ Beat,6,359K,https://tokchart.com/img/7098939394085702406/600
2023-05-07,FLOWER,JISOO,7,326K,https://tokchart.com/img/7216244997174249473/600
2023-05-07,Baby you (Baby you Ver.),Yuka,8,304K,https://tokchart.com/img/7199964756504316673/600
2023-05-07,original sound - skinsxyls,skins <3,9,279K,https://tokchart.com/img/7120226613811366661/600
2023-05-07,Maria Maria (feat. The Product G&B) (sped up),Santana & sped up + slowed,10,276K,https://tokchart.com/img/7136352262087117569/600
2023-05-14,INTENSO BOOM BOOM x FOOT FUNGUS x SHE GONE ENTER,Michael Napiza,1,4M,https://tokchart.com/img/6923726192537357058/600
2023-05-14,money trees,🍪,2,1M,https://tokchart.com/img/7055401571076639489/600
2023-05-14,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,sped up 8282,3,821K,https://tokchart.com/img/7217542291274090498/600
2023-05-14,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,sped up 8282,4,505K,https://tokchart.com/img/7204194389054147334/600
2023-05-14,Ella Baila Sola,Eslabon Armado & Peso Pluma,5,396K,https://tokchart.com/img/7210961270449637377/600
2023-05-14,DANCE DANCE DANCE X HUNG UP,ALTÉGO,6,312K,https://tokchart.com/img/7171566831864417029/600
2023-05-14,MON LOVE OHO,Liamsi,7,299K,https://tokchart.com/img/7171440967919225605/600
2023-05-14,FLOWER,JISOO,8,278K,https://tokchart.com/img/7216244997174249473/600
2023-05-14,Afro Trap Pt. 7 (La puissance),MHD,9,248K,https://tokchart.com/img/248884865956347904/600
2023-05-14,Baby you (Baby you Ver.),Yuka,10,247K,https://tokchart.com/img/7199964756504316673/600
2023-05-21,Beat Automotivo Tan Tan Tan Viral,WZ Beat,1,52M,https://tokchart.com/img/7098939394085702406/600
2023-05-21,Stranger,Official Sound Studio,2,2M,https://tokchart.com/img/6489394390557281038/600
2023-05-21,money trees,🍪,3,2M,https://tokchart.com/img/7055401571076639489/600
2023-05-21,Boy's a liar Pt. 2,PinkPantheress & Ice Spice,4,2M,https://tokchart.com/img/7197025723688454146/600
2023-05-21,die (sped up),lucidbeatz & key kelly,5,717K,https://tokchart.com/img/7205023455492704257/600
2023-05-21,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,sped up 8282,6,697K,https://tokchart.com/img/7217542291274090498/600
2023-05-21,Sopa de Caracol (Re-Master 2022),Pilo Tejeda,7,445K,https://tokchart.com/img/7066013250990738182/600
2023-05-21,Ella Baila Sola,Eslabon Armado & Peso Pluma,8,330K,https://tokchart.com/img/7210961270449637377/600
2023-05-21,Daylight,David Kushner,9,325K,https://tokchart.com/img/7191094822155963179/600
2023-05-21,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,sped up 8282,10,320K,https://tokchart.com/img/7204194389054147334/600
2023-05-28,money trees,🍪,1,1M,https://tokchart.com/img/7055401571076639489/600
2023-05-28,Pareja Del Año,Sebastián Yatra & Myke Towers,2,888K,https://tokchart.com/img/6948978828165285890/600
2023-05-28,Dior,Ruger,3,859K,https://tokchart.com/img/7032003502314358786/600
2023-05-28,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,sped up 8282,4,728K,https://tokchart.com/img/7217542291274090498/600
2023-05-28,If We Ever Broke Up,Mae Stephens,5,587K,https://tokchart.com/img/7183303677226044165/600
2023-05-28,Daylight,David Kushner,6,423K,https://tokchart.com/img/7191094822155963179/600
2023-05-28,die (sped up),lucidbeatz & key kelly,7,383K,https://tokchart.com/img/7205023455492704257/600
2023-05-28,Beat Automotivo Tan Tan Tan Viral,WZ Beat,8,357K,https://tokchart.com/img/7098939394085702406/600
2023-05-28,What It Is - Solo Version,Doechii,9,276K,https://tokchart.com/img/7220376557523618565/600
2023-05-28,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,sped up 8282,10,266K,https://tokchart.com/img/7204194389054147334/600
2023-06-04,If We Ever Broke Up,Mae Stephens,1,2M,https://tokchart.com/img/7183303677226044165/600
2023-06-04,AARYAN SHAH RENEGADE SLOWED BY LUCZYFER,luczyfer,2,1M,https://tokchart.com/img/7080960633952373510/600
2023-06-04,money trees,🍪,3,1M,https://tokchart.com/img/7055401571076639489/600
2023-06-04,girls like me don't cry (sped up),thuy,4,977K,https://tokchart.com/img/7177031160675960834/600
2023-06-04,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,sped up 8282,5,523K,https://tokchart.com/img/7217542291274090498/600
2023-06-04,Beat Automotivo Tan Tan Tan Viral,WZ Beat,6,321K,https://tokchart.com/img/7098939394085702406/600
2023-06-04,Ella Baila Sola,Eslabon Armado & Peso Pluma,7,279K,https://tokchart.com/img/7210961270449637377/600
2023-06-04,original sound - revivalfire,сырок,8,235K,https://tokchart.com/img/7051177553859775233/600
2023-06-04,Daylight,David Kushner,9,213K,https://tokchart.com/img/7191094822155963179/600
2023-06-04,THIS YEAR (Blessings),Victor Thompson & Ehis ‘D’ Greatest,10,208K,https://tokchart.com/img/7187093460854360838/600
2023-06-11,If We Ever Broke Up,Mae Stephens,1,1M,https://tokchart.com/img/7183303677226044165/600
2023-06-11,girls like me don't cry (sped up),thuy,2,1M,https://tokchart.com/img/7177031160675960834/600
2023-06-11,money trees,🍪,3,669K,https://tokchart.com/img/7055401571076639489/600
2023-06-11,original sound - revivalfire,сырок,4,475K,https://tokchart.com/img/7051177553859775233/600
2023-06-11,Never Felt So Alone,Labrinth,5,333K,https://tokchart.com/img/7219187970715158530/600
2023-06-11,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,sped up 8282,6,321K,https://tokchart.com/img/7217542291274090498/600
2023-06-11,Beat Automotivo Tan Tan Tan Viral,WZ Beat,7,176K,https://tokchart.com/img/7098939394085702406/600
2023-06-11,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,sped up 8282,8,171K,https://tokchart.com/img/7204194389054147334/600
2023-06-11,THIS YEAR (Blessings),Victor Thompson & Ehis ‘D’ Greatest,9,168K,https://tokchart.com/img/7187093460854360838/600
2023-06-11,Acróstico (Solo Version),Shakira,10,128K,https://tokchart.com/img/7232054997625407489/600
2023-06-18,Captain (whistle),Nutcase22,1,1M,https://tokchart.com/img/7046760557633915653/600
2023-06-18,If We Ever Broke Up,Mae Stephens,2,1M,https://tokchart.com/img/7183303677226044165/600
2023-06-18,girls like me don't cry (sped up),thuy,3,1M,https://tokchart.com/img/7177031160675960834/600
2023-06-18,Just Wanna Rock,Lil Uzi Vert,4,1M,https://tokchart.com/img/7143731623425526574/600
2023-06-18,Who's That Girl (feat. Eve),Guy Sebastian,5,745K,https://tokchart.com/img/5000000000402359823/600
2023-06-18,money trees,🍪,6,534K,https://tokchart.com/img/7055401571076639489/600
2023-06-18,Move ya body CHAMOS remix,Changing Currents,7,532K,https://tokchart.com/img/7198589850063571718/600
2023-06-18,original sound - coachcheeralot,Coach,8,407K,https://tokchart.com/img/7195745803703552814/600
2023-06-18,Hall of Fame (feat. will.i.am),The Script,9,398K,https://tokchart.com/img/242445999237984256/600
2023-06-18,original sound - soundvibs_,🔥Marshmelo🔥,10,380K,https://tokchart.com/img/7190794313540979458/600
2023-06-25,If We Ever Broke Up,Mae Stephens,1,1M,https://tokchart.com/img/7183303677226044165/600
2023-06-25,Just Wanna Rock,Lil Uzi Vert,2,1M,https://tokchart.com/img/7143731623425526574/600
2023-06-25,Senza filtro (prod. Macs),Loomy,3,879K,https://tokchart.com/img/6719933750727150342/600
2023-06-25,girls like me don't cry (sped up),thuy,4,846K,https://tokchart.com/img/7177031160675960834/600
2023-06-25,LOOK AT ME,sanika • skywvker,5,516K,https://tokchart.com/img/7239692435058723610/600
2023-06-25,money trees,🍪,6,421K,https://tokchart.com/img/7055401571076639489/600
2023-06-25,Barbie Girl,Lady Aqua,7,412K,https://tokchart.com/img/6735291008394725377/600
2023-06-25,Hall of Fame (feat. will.i.am),The Script,8,397K,https://tokchart.com/img/242445999237984256/600
2023-06-25,Beat Automotivo Tan Tan Tan Viral,WZ Beat,9,381K,https://tokchart.com/img/7098939394085702406/600
2023-06-25,original sound - soundvibs_,🔥Marshmelo🔥,10,380K,https://tokchart.com/img/7190794313540979458/600
2023-07-02,Blow Your Mind (Mwahchallenge),Dua Lipa,1,1M,https://tokchart.com/img/6568746626930871041/600
2023-07-02,If We Ever Broke Up,Mae Stephens,2,1M,https://tokchart.com/img/7183303677226044165/600
2023-07-02,LOOK AT ME,sanika • skywvker,3,822K,https://tokchart.com/img/7239692435058723610/600
2023-07-02,girls like me don't cry (sped up),thuy,4,598K,https://tokchart.com/img/7177031160675960834/600
2023-07-02,LALA,Myke Towers,5,503K,https://tokchart.com/img/7212832308926089218/600
2023-07-02,original sound - itsvanburen,Van Buren,6,495K,https://tokchart.com/img/6912807447132441350/600
2023-07-02,money trees,🍪,7,340K,https://tokchart.com/img/7055401571076639489/600
2023-07-02,¿Y pa la Wacha Loca? (con Salastkbron) - Remix,GUSTY DJ & La joaqui & L-gante,8,252K,https://tokchart.com/img/7185649906073291526/600
2023-07-02,Aesthetic,Tollan Kim,9,243K,https://tokchart.com/img/7072513628145977346/600
2023-07-02,price tag,speed sounds,10,231K,https://tokchart.com/img/7213027706387090181/600
2023-07-09,If We Ever Broke Up,Mae Stephens,1,965K,https://tokchart.com/img/7183303677226044165/600
2023-07-09,girls like me don't cry (sped up),thuy,2,660K,https://tokchart.com/img/7177031160675960834/600
2023-07-09,LOOK AT ME,sanika • skywvker,3,590K,https://tokchart.com/img/7239692435058723610/600
2023-07-09,price tag,speed sounds,4,417K,https://tokchart.com/img/7213027706387090181/600
2023-07-09,LALA,Myke Towers,5,358K,https://tokchart.com/img/7212832308926089218/600
2023-07-09,Aesthetic,Tollan Kim,6,286K,https://tokchart.com/img/7072513628145977346/600
2023-07-09,GO,︎,7,266K,https://tokchart.com/img/7230498740124093227/600
2023-07-09,money trees,🍪,8,239K,https://tokchart.com/img/7055401571076639489/600
2023-07-09,Buckle Up,Philly Goats & PGS Spence,9,223K,https://tokchart.com/img/7239523422446062382/600
2023-07-09,Ella Baila Sola,Eslabon Armado & Peso Pluma,10,205K,https://tokchart.com/img/7210961270449637377/600
2023-07-16,If We Ever Broke Up,Mae Stephens,1,797K,https://tokchart.com/img/7183303677226044165/600
2023-07-16,LALA,Myke Towers,2,685K,https://tokchart.com/img/7212832308926089218/600
2023-07-16,Barbie Girl,Lady Aqua,3,588K,https://tokchart.com/img/6735291008394725377/600
2023-07-16,price tag,speed sounds,4,586K,https://tokchart.com/img/7213027706387090181/600
2023-07-16,girls like me don't cry (sped up),thuy,5,576K,https://tokchart.com/img/7177031160675960834/600
2023-07-16,barbie girl sped up,sarah,6,570K,https://tokchart.com/img/7181261165601901314/600
2023-07-16,LOOK AT ME,sanika • skywvker,7,569K,https://tokchart.com/img/7239692435058723610/600
2023-07-16,LALA,Myke Towers,8,437K,https://tokchart.com/img/7217459301435230982/600
2023-07-16,Touch My Body,Mariah Carey,9,344K,https://tokchart.com/img/6924869588391823362/600
2023-07-16,มองนานๆ,FLI:P,10,321K,https://tokchart.com/img/7215652594876680193/600
2023-07-23,Barbie Girl,Lady Aqua,1,1M,https://tokchart.com/img/6735291008394725377/600
2023-07-23,original sound - luis.chin,Luis Angel Orosco,2,894K,https://tokchart.com/img/7165185412124691205/600
2023-07-23,If We Ever Broke Up,Mae Stephens,3,768K,https://tokchart.com/img/7183303677226044165/600
2023-07-23,LALA,Myke Towers,4,735K,https://tokchart.com/img/7212832308926089218/600
2023-07-23,LOOK AT ME,sanika • skywvker,5,648K,https://tokchart.com/img/7239692435058723610/600
2023-07-23,price tag,speed sounds,6,636K,https://tokchart.com/img/7213027706387090181/600
2023-07-23,girls like me don't cry (sped up),thuy,7,547K,https://tokchart.com/img/7177031160675960834/600
2023-07-23,LALA,Myke Towers,8,457K,https://tokchart.com/img/7217459301435230982/600
2023-07-23,bow chika wow wow,cristine,9,429K,https://tokchart.com/img/7243596088236608261/600
2023-07-23,La Canelera,Los Capos De Mexico,10,412K,https://tokchart.com/img/7005021836828429061/600
2023-08-06,LALA,Myke Towers,1,650K,https://tokchart.com/img/7212832308926089218/600
2023-08-06,original sound - itsvanburen,Van Buren,2,612K,https://tokchart.com/img/6912807447132441350/600
2023-08-06,Beat Automotivo Tan Tan Tan Viral,WZ Beat,3,540K,https://tokchart.com/img/7098939394085702406/600
2023-08-06,Barbie Girl,Lady Aqua,4,453K,https://tokchart.com/img/6735291008394725377/600
2023-08-06,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,5,448K,https://tokchart.com/img/7255081252415375362/600
2023-08-06,7AM (Slowed + Reverb),adrian,6,422K,https://tokchart.com/img/7150442374261377026/600
2023-08-06,LOOK AT ME,sanika • skywvker,7,369K,https://tokchart.com/img/7239692435058723610/600
2023-08-06,09.08 lançamento,Meno Felps,8,339K,https://tokchart.com/img/7257475210538142469/600
2023-08-06,Seven (feat. Latto) - Clean Ver.,Jung Kook & Latto,9,280K,https://tokchart.com/img/7255150605541656578/600
2023-08-06,price tag,speed sounds,10,273K,https://tokchart.com/img/7213027706387090181/600
2023-08-13,LALA,Myke Towers,1,561K,https://tokchart.com/img/7212832308926089218/600
2023-08-13,Beat Automotivo Tan Tan Tan Viral,WZ Beat,2,515K,https://tokchart.com/img/7098939394085702406/600
2023-08-13,Feather - Sped Up,Sabrina Carpenter,3,367K,https://tokchart.com/img/7214201432596695814/600
2023-08-13,LOOK AT ME,sanika • skywvker,4,289K,https://tokchart.com/img/7239692435058723610/600
2023-08-13,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,5,285K,https://tokchart.com/img/7255081252415375362/600
2023-08-13,Guli Mata,Saad Lamjarred & Shreya Ghoshal & Rajat Nagpal,6,260K,https://tokchart.com/img/7244671307836934146/600
2023-08-13,ELA JA TA LOUCA SLOWED,johnmarkx_ Slowed,7,251K,https://tokchart.com/img/7191352487629097754/600
2023-08-13,Barbie Girl,Lady Aqua,8,249K,https://tokchart.com/img/6735291008394725377/600
2023-08-13,beauty and a beat now u guys can leave me alone,⠀ ⠀,9,226K,https://tokchart.com/img/7251746016918440747/600
2023-08-13,Aesthetic,Tollan Kim,10,226K,https://tokchart.com/img/7072513628145977346/600
2023-08-20,Beat Automotivo Tan Tan Tan Viral,WZ Beat,1,504K,https://tokchart.com/img/7098939394085702406/600
2023-08-20,LALA,Myke Towers,2,474K,https://tokchart.com/img/7212832308926089218/600
2023-08-20,Cruel Summer,Taylor Swift,3,410K,https://tokchart.com/img/7211414788142794754/600
2023-08-20,Feather - Sped Up,Sabrina Carpenter,4,312K,https://tokchart.com/img/7214201432596695814/600
2023-08-20,Guli Mata,Saad Lamjarred & Shreya Ghoshal & Rajat Nagpal,5,265K,https://tokchart.com/img/7244671307836934146/600
2023-08-20,LOOK AT ME,sanika • skywvker,6,259K,https://tokchart.com/img/7239692435058723610/600
2023-08-20,MI EX TENÍA RAZÓN,KAROL G,7,231K,https://tokchart.com/img/7265441733341054977/600
2023-08-20,price tag,speed sounds,8,212K,https://tokchart.com/img/7213027706387090181/600
2023-08-20,girls like me don't cry (sped up),thuy,9,202K,https://tokchart.com/img/7177031160675960834/600
2023-08-20,Touch My Body,Mariah Carey,10,201K,https://tokchart.com/img/6924869588391823362/600
2023-08-27,오리지널 사운드 - xiao xiao 💦,xiao xiao 💦,1,668K,https://tokchart.com/img/7260476223049730818/600
2023-08-27,Cruel Summer,Taylor Swift,2,422K,https://tokchart.com/img/7211414788142794754/600
2023-08-27,LALA,Myke Towers,3,383K,https://tokchart.com/img/7212832308926089218/600
2023-08-27,Muñekita,Kali Uchis & El Alfa & JT,4,324K,https://tokchart.com/img/7263601414194744069/600
2023-08-27,Paint The Town Red,Doja Cat,5,319K,https://tokchart.com/img/7263241548443568130/600
2023-08-27,original sound - mamavie2594,MAMUD,6,255K,https://tokchart.com/img/7213025211377027867/600
2023-08-27,Guli Mata,Saad Lamjarred & Shreya Ghoshal & Rajat Nagpal,7,234K,https://tokchart.com/img/7244671307836934146/600
2023-08-27,MI EX TENÍA RAZÓN,KAROL G,8,217K,https://tokchart.com/img/7265441733341054977/600
2023-08-27,QLONA,KAROL G & Peso Pluma,9,216K,https://tokchart.com/img/7265441733341071361/600
2023-08-27,Automotivo Bibi Fogosa,Bibi Babydoll & DJ Brunin XM & KZA Produções,10,192K,https://tokchart.com/img/7247990581428734725/600
2023-09-03,오리지널 사운드 - xiao xiao 💦,xiao xiao 💦,1,2M,https://tokchart.com/img/7260476223049730818/600
2023-09-03,original sound - itsvanburen,Van Buren,2,807K,https://tokchart.com/img/6912807447132441350/600
2023-09-03,Paint The Town Red,Doja Cat,3,381K,https://tokchart.com/img/7263241548443568130/600
2023-09-03,Muñekita,Kali Uchis & El Alfa & JT,4,258K,https://tokchart.com/img/7263601414194744069/600
2023-09-03,LALA,Myke Towers,5,258K,https://tokchart.com/img/7212832308926089218/600
2023-09-03,Cruel Summer,Taylor Swift,6,255K,https://tokchart.com/img/7211414788142794754/600
2023-09-03,original sound - spotify_wxwx,топ песни здесь🤙🏻💌,7,212K,https://tokchart.com/img/7184312849219537669/600
2023-09-03,Aesthetic,Tollan Kim,8,206K,https://tokchart.com/img/7072513628145977346/600
2023-09-03,Summermode,Official Sound Studio,9,184K,https://tokchart.com/img/6715344086796077832/600
2023-09-03,original sound - mamavie2594,MAMUD,10,184K,https://tokchart.com/img/7213025211377027867/600
2023-09-10,오리지널 사운드 - xiao xiao 💦,xiao xiao 💦,1,1M,https://tokchart.com/img/7260476223049730818/600
2023-09-10,Paint The Town Red,Doja Cat,2,365K,https://tokchart.com/img/7263241548443568130/600
2023-09-10,LALA,Myke Towers,3,234K,https://tokchart.com/img/7212832308926089218/600
2023-09-10,Aesthetic,Tollan Kim,4,215K,https://tokchart.com/img/7072513628145977346/600
2023-09-10,Sequência da Dz7,TRASHXRL & Mc Menor Do Alvorada,5,187K,https://tokchart.com/img/7229724268010620930/600
2023-09-10,Beat Automotivo Tan Tan Tan Viral,WZ Beat,6,168K,https://tokchart.com/img/7098939394085702406/600
2023-09-10,original sound - mamavie2594,MAMUD,7,167K,https://tokchart.com/img/7213025211377027867/600
2023-09-10,Collide (sped up),Justine Skye,8,159K,https://tokchart.com/img/7178999968751945730/600
2023-09-10,original sound - spotify_wxwx,топ песни здесь🤙🏻💌,9,141K,https://tokchart.com/img/7184312849219537669/600
2023-09-10,Chill Vibes,Tollan Kim,10,124K,https://tokchart.com/img/7084465663108089857/600
2023-09-17,오리지널 사운드 - xiao xiao 💦,xiao xiao 💦,1,835K,https://tokchart.com/img/7260476223049730818/600
2023-09-17,Sequência da Dz7,TRASHXRL & Mc Menor Do Alvorada,2,386K,https://tokchart.com/img/7229724268010620930/600
2023-09-17,Paint The Town Red,Doja Cat,3,357K,https://tokchart.com/img/7263241548443568130/600
2023-09-17,Beat Automotivo Tan Tan Tan Viral,WZ Beat,4,323K,https://tokchart.com/img/7098939394085702406/600
2023-09-17,Aesthetic,Tollan Kim,5,307K,https://tokchart.com/img/7072513628145977346/600
2023-09-17,Por Mi Mexico Remix (Lefty SM),Lefty SM & Santa Fe Klan,6,231K,https://tokchart.com/img/7262906391454271489/600
2023-09-17,original sound - mamavie2594,MAMUD,7,200K,https://tokchart.com/img/7213025211377027867/600
2023-09-17,Según Quién,Maluma & Carin Leon,8,199K,https://tokchart.com/img/7268477387069819654/600
2023-09-17,LALA,Myke Towers,9,176K,https://tokchart.com/img/7212832308926089218/600
2023-09-17,Chill Vibes,Tollan Kim,10,154K,https://tokchart.com/img/7084465663108089857/600
2023-09-24,Según Quién,Maluma & Carin Leon,1,440K,https://tokchart.com/img/7268477387069819654/600
2023-09-24,오리지널 사운드 - xiao xiao 💦,xiao xiao 💦,2,422K,https://tokchart.com/img/7260476223049730818/600
2023-09-24,BRAZILIAN DANÇA PHONK - Sped Up,6YNTHMANE & RXDXVIL,3,375K,https://tokchart.com/img/7242398454272690177/600
2023-09-24,Paint The Town Red,Doja Cat,4,339K,https://tokchart.com/img/7263241548443568130/600
2023-09-24,Pink Champagne x Spin Back x Jingle Bell,ARNEL REMIX,5,297K,https://tokchart.com/img/7274203157435140870/600
2023-09-24,Flores Amarillas,Floricienta,6,256K,https://tokchart.com/img/7114407887581022982/600
2023-09-24,Aesthetic,Tollan Kim,7,225K,https://tokchart.com/img/7072513628145977346/600
2023-09-24,Strangers,Kenya Grace,8,213K,https://tokchart.com/img/7255393083049790234/600
2023-09-24,Flores Amarillas,Floricienta,9,199K,https://tokchart.com/img/6917932195147549445/600
2023-09-24,Beat Automotivo Tan Tan Tan Viral,WZ Beat,10,182K,https://tokchart.com/img/7098939394085702406/600
2023-10-08,Si no Estás,iñigo quintero,1,412K,https://tokchart.com/img/7212611027148654593/600
2023-10-08,My Love Mine All Mine,Mitski,2,362K,https://tokchart.com/img/7255011118329989121/600
2023-10-08,Según Quién,Maluma & Carin Leon,3,278K,https://tokchart.com/img/7268477387069819654/600
2023-10-08,Water by Tyla,Tyla,4,257K,https://tokchart.com/img/7251663226953468678/600
2023-10-08,greedy,Tate McRae,5,194K,https://tokchart.com/img/7263788553225358126/600
2023-10-08,Paint The Town Red,Doja Cat,6,187K,https://tokchart.com/img/7263241548443568130/600
2023-10-08,Lihim,Arthur Miguel,7,185K,https://tokchart.com/img/7259667722451240961/600
2023-10-08,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,8,185K,https://tokchart.com/img/7283427877760190466/600
2023-10-08,Strangers,Kenya Grace,9,181K,https://tokchart.com/img/7255393083049790234/600
2023-10-08,original sound - drf411,DRF411,10,176K,https://tokchart.com/img/7270116699961199366/600
2023-10-15,original sound - drf411,DRF411,1,458K,https://tokchart.com/img/7270116699961199366/600
2023-10-15,Si no Estás,iñigo quintero,2,284K,https://tokchart.com/img/7212611027148654593/600
2023-10-15,Cắt Đôi Nỗi Sầu,Tăng Duy Tân,3,274K,https://tokchart.com/img/7283368587856644097/600
2023-10-15,Lihim,Arthur Miguel,4,269K,https://tokchart.com/img/7259667722451240961/600
2023-10-15,My Love Mine All Mine,Mitski,5,234K,https://tokchart.com/img/7255011118329989121/600
2023-10-15,Beat Automotivo Tan Tan Tan Viral,WZ Beat,6,220K,https://tokchart.com/img/7098939394085702406/600
2023-10-15,Water by Tyla,Tyla,7,219K,https://tokchart.com/img/7251663226953468678/600
2023-10-15,Aesthetic,Tollan Kim,8,200K,https://tokchart.com/img/7072513628145977346/600
2023-10-15,greedy,Tate McRae,9,186K,https://tokchart.com/img/7263788553225358126/600
2023-10-15,Dramatic Military,Faid rafanda,10,154K,https://tokchart.com/img/7151638069517486081/600
2023-10-22,"Steal The Show - From ""Elemental""",Lauv,1,996K,https://tokchart.com/img/7239161893339400194/600
2023-10-22,original sound - drf411,DRF411,2,368K,https://tokchart.com/img/7270116699961199366/600
2023-10-22,Si no Estás,iñigo quintero,3,310K,https://tokchart.com/img/7212611027148654593/600
2023-10-22,greedy,Tate McRae,4,275K,https://tokchart.com/img/7263788553225358126/600
2023-10-22,Cắt Đôi Nỗi Sầu,Tăng Duy Tân,5,265K,https://tokchart.com/img/7283368587856644097/600
2023-10-22,Lollipop,Darell,6,263K,https://tokchart.com/img/7283588810008742688/600
2023-10-22,My Love Mine All Mine,Mitski,7,246K,https://tokchart.com/img/7255011118329989121/600
2023-10-22,Con Silenciador (feat. Anuel AA),"El Alfa, Anuel AA",8,236K,https://tokchart.com/img/7182963273505999622/600
2023-10-22,Dramatic Military,Faid rafanda,9,236K,https://tokchart.com/img/7151638069517486081/600
2023-10-22,Dalie (feat. Baby S.O.N),Kamo Mphela & Tyler ICU & Khalil Harrison,10,223K,https://tokchart.com/img/7274942372717333253/600
2023-10-29,Con Silenciador (feat. Anuel AA),"El Alfa, Anuel AA",1,589K,https://tokchart.com/img/7182963273505999622/600
2023-10-29,Dalie (feat. Baby S.O.N),Kamo Mphela & Tyler ICU & Khalil Harrison,2,273K,https://tokchart.com/img/7274942372717333253/600
2023-10-29,Cắt Đôi Nỗi Sầu,Tăng Duy Tân,3,262K,https://tokchart.com/img/7283368587856644097/600
2023-10-29,Halloween ・ cute horror song,PeriTune,4,260K,https://tokchart.com/img/6817180237894256641/600
2023-10-29,Si no Estás,iñigo quintero,5,260K,https://tokchart.com/img/7212611027148654593/600
